# ----------------------------------------
# Business First Stop - GA4
# Untitled exploration-Free form 1
# 20230505-20260309
# ----------------------------------------

Session default channel group,Direct,Direct,Organic Search,Organic Search,Paid Search,Paid Search,Referral,Referral,Unassigned,Unassigned,Totals,Totals
/%E2%80%8Bjudith-sheft-chosen-to-lead-commission-on-science-innovation-and-technology-as-executive-director/,0,0,1,1,0,0,0,0,0,0,1,1
/%E2%80%8Bnjeda-anuncia-10-millones-para-la-segunda-fase-de-su-programa-de-prestamos-de-asistencia-de-emergencia-para-pequenas-empresas/,0,0,1,1,0,0,0,0,0,0,1,1
/%E2%80%8Bstar-supplies-maintenance-expands-in-new-jersey-with-njeda-support/,0,0,1,1,0,0,0,0,0,0,1,1
/%E2%80%8Bthe-original-pogo-stick-company-flybar-relocates-to-new-jersey-with-njeda-support/,1,1,0,0,0,0,0,0,0,0,1,1
/%E2%80%8Bworks-created-by-mercer-county-artists-installed-in-new-department-of-health-building/,0,0,1,1,0,0,0,0,0,0,1,1
/%E6%8F%90%E4%BE%9B%E4%BA%86%E5%85%B3%E4%BA%8E%E5%9C%A8%E6%96%B0%E6%B3%BD%E8%A5%BF%E5%B7%9E%E7%BB%8F%E8%90%A5%E4%B8%9A%E5%8A%A1%E6%89%80%E9%9C%80%E7%9A%84%E6%B3%95%E5%BE%8B%E5%92%8C%E8%AE%B8%E5%8F%AF%E8%AF%81%E7%9A%84%E4%BF%A1%E6%81%AF%E3%80%82%E6%82%A8%E5%8F%AF%E4%BB%A5%E5%9C%A8%E8%AF%A5%E7%BD%91%E7%AB%99%E4%B8%8A%E6%89%BE%E5%88%B0%E4%B8%8E%E5%95%86%E4%B8%9A%E7%9B%B8%E5%85%B3%E7%9A%84%E6%B3%95,1,1,0,0,0,0,0,0,0,0,1,1
/&h=AT0uy1S81ym_yHotr1ooFPpnPOtML1Y61z4sI7pkg_WrI2uXE7NaeGI1YeO4vmUmxu3E3Mfx9ORasjbv0_OOZ6ArLCNbl3RnJrchukli8-dfMdND-f0ux_F0mVfpT2R24xpgqUyLbfP0MbbD9ME4covBqsgnBwe-&s=1,1,1,0,0,0,0,0,0,0,0,1,1
/&ref=https://nj.gov/&hn=www.googleadservices.com&frm=0&tiba=business.nj.gov: your first stop for doing business in nj&auid=298339898.1704241290&rfmt=3&fmt=4,1,1,0,0,0,0,0,0,0,0,1,1
/&ref=https://nj.gov/&label=wxvvcjaxxaiyeoevo8op&hn=www.googleadservices.com&frm=0&tiba=business.nj.gov: your first stop for doing business in nj&value=0&bttype=purchase&auid=298339898.1704241290&rfmt=3&fmt=4,1,1,0,0,0,0,0,0,0,0,1,1
/&ref=https://www.nj.gov/&label=wxvvCJaXxaIYEOevo8op&hn=www.googleadservices.com&frm=0&tiba=Business.NJ.gov: Your first stop for doing business in NJ&value=0&bttype=purchase&auid=968437249.1697127213&rfmt=3&fmt=4,1,1,0,0,0,0,0,0,0,0,1,1
/&utm_campaign=success_starts_here_fy26&utm_ad_name=contracting banner&utm_ad_group=contracting&utm_source=gdn&utm_medium=display&utm_content=english&utm_term=&utm_creative_format=banner&utm_marketing_tactic=prospecting&utm_creative_placement=display&utm_creative_type=gif&utm_targeting=all&utm_creative_version=version-01_09-16-25&utm_creative_size=dynamic&utm_creative_messaging=success starts here,1,1,0,0,0,0,0,0,0,0,1,1
/),1,1,0,0,0,0,0,0,0,0,1,1
/-promoter,1,1,0,0,0,0,0,0,0,0,1,1
/.funding,1,1,0,0,0,0,0,0,0,0,1,1
/.wf_auth,0,0,0,0,0,0,0,0,0,0,1,1
/.³,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/01000191ecfcd685-5799dc9c-0d4f-447e-8bc5-375cc35fb4f4-000000/8WiCb3REsaJttNoGTNyc2Op7XOvzOZvuDIK4v99blSI=370,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/01000191ecfcd685-5799dc9c-0d4f-447e-8bc5-375cc35fb4f4-000000/alORNs8oKnoruVaVOXIePCYinG_rwmtK-KpRBwvB3mA=370,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/01000191ecfd154a-de59bc86-2b3a-4869-8391-44228aab1cc2-000000/4p99ZuV-D_OCK3ZOEPl_TZf6P4MLK7GVDjbbUsZ19Yc=370,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/01000191ecfd154a-de59bc86-2b3a-4869-8391-44228aab1cc2-000000/aH7oRplwRY3-vjgEYhS5meGxdx9ZyerPZ5S-WAuH-oo=370,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/01000192357d8cd1-98cb850c-ade1-4be4-8fe7-7b65029b8673-000000/0SQOqW2pJtXXnDcOnng3DjquJViX51hDExGkWsyfaIg=372,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/01000192357d8cd1-98cb850c-ade1-4be4-8fe7-7b65029b8673-000000/Xe7RssA34MTGQjibDXnwrlOVW1aHI8h8fS8pQCQ0Bfk=372,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/010001925424bc9a-0543ef2f-1e7e-4cd4-9f36-5540a72b3e08-000000/FBAucI6wmrbMlFTS3wlwzFAXFU25WE34gdnpvsaOnqc=373,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/010001925424bc9a-0543ef2f-1e7e-4cd4-9f36-5540a72b3e08-000000/Ocml-zE0eptaM-Rhb1aMlQHOS3p-1EF3BoeSOVBsNsk=373,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/01000192542626e4-3a8a0f47-80c0-4aaa-aa79-e0ec175f762a-000000/0-FlriNs0al2qzQoPNaEucShyqk52nDzpzDgltuc568=373,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/01000192542626e4-3a8a0f47-80c0-4aaa-aa79-e0ec175f762a-000000/fdzFRhrz4BeCBVNp2R-j9cQH52dzvT_Bji7S0FW29RY=373,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/01000192f8fef6f7-0b754f40-3cf8-4690-93d6-97f0b093730c-000000/X1nanyMsuKknoI9zcNvLN_y6Vylwn8iGAYVMRtS9g5A=377,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/010001934b0769bf-c1aed375-1f06-4869-985b-ffad225aeba5-000000/8XFfdvYJC1ltXWxl1o71NTuc75RGpC3m4ufXpJMXoYE=380,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/010001934b07db48-f337904e-81b4-4baa-8dcc-05c90a8f2146-000000/3l3UlL-lkfm6U6woctJzG2KrWmhtLeiuEzg40o-ZHhM=380,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/010001934b082fa2-5423ff7e-7f5d-4310-a3de-82e3f4a4ccde-000000/0fpnLH00tRfMSby0jWsrMShjbSwfOvvw0ufaPNnqG00=380,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/010001944d25f2f6-65feb430-a8a3-4bc8-9472-8254280c1d03-000000/ize--FkXraohYLpmK-9ZIFqYXxP5tXeRXiN76Oh6wrA=387,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/010001944d278e3b-1f6dccb7-53ec-44ad-9fa1-7616a05acb48-000000/2amA_VlE5WFywb9hZquoRWtHLril84IxGTei0c0ULAQ=387,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/0100019506943d76-95988e47-cf83-43f4-90b1-74d76793836c-000000/DYLWXeHNclC0rmwTWpF54AKMF8rXfh0ZVQG7I-ubqXM=392,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/010001954e453da9-1c7da1e9-bad3-4055-98bb-68a2e235012d-000000/VXOvqzDKjBagtfnmZ9iCzV3bS6VyxYsRbnmqv4E7A-U=394,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/01000195911dcbed-e9d60ac3-bf92-476f-95c4-b9ce24cf338a-000000/weNJv3-ly7Bz61N9jh_Tn-iZ-tCBxrNT0SNvbQrpArE=396,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/01000195911ed995-fb7dfcf4-bdf0-4afd-b29d-ad31424d33cc-000000/zwJ2Q2GVKTFMYhB325InOoj1zOHTTbnlz1BSekh8prk=396,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/01000195911ef608-3d1a2b41-f1c4-4ce1-8726-884a4fe29fc1-000000/gF6zYSPLCk6W6MsPO2t12Ts5hcqEm6jbPODHsK2Tsq4=396,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/01000195f1e46d02-0be83345-ee94-4064-9da7-1f81d0956e7c-000000/YrG3rO8dr6O5vuzyKCljaRf1QuV4gFChNbqHO9haZFg=398,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/0100019649389d99-175a24e2-d9d8-4b34-addd-84fae0c6345f-000000/ewavw8kCYUD5xJ4fWJlh_inSLHCcgJHvgxIX8OP5X5w=401,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/01000197029ae567-9b1aa0d7-d520-4cef-aa09-cb4498471d9d-000000/4tmGzFItreHEOmmzdjpqYCmb5ea8yyD1uRkhRHD5Z_4=406,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/01000197b2039373-412f694c-67b5-4f2a-b116-ffb0ba2d916b-000000/cSAw98YB2GnosBZE9hhDCkK_rGYoc_qES_xclF4haas=411,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/01000197b2040a1a-e6c6acc4-6c8e-4689-967a-2f3017b11806-000000/p2kFpK95bEXXpw_Q0lL203wc22pMB6vUpyZO7QL-G6s=411,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/0100019963256072-56ab70eb-42d8-474e-b8bf-1eb8c9e33e37-000000/oBP7mcxA3Sk8-U9IjfDiCBSc1qNjLEBQ77sltnpXIMU=423,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/0100019963256072-56ab70eb-42d8-474e-b8bf-1eb8c9e33e37-000000/rspUiat7v1r75maLFCgOD8HB81t9nRWcBzSYgIjErfY=423,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/0100019a366ebd94-86777268-6ea3-45ba-a397-0e9e80ee899e-000000/DI8VQF5R7jfjoA2dU1Xh6a98BCaziKtl2Ia0f-2rLW0=429,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/0100019a366f54fd-2a928b2c-45fd-4469-8a25-4f2c84b01d47-000000/U_GYHkHsvi1tKXj9o1q4NiCriOducRYewADnsh9k6mE=429,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/0100019c5811e497-b6dd468c-4c58-44a5-a56b-a95b28988693-000000/4FtKQtUGAY2HZggfk8QOiaHPIpqiP5jF096MvyBQn-8=444,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.1/0100019c5811e497-b6dd468c-4c58-44a5-a56b-a95b28988693-000000/BhG1v9H-IS8TvS7BCAhGUeOFUgMbGIPjX1_7oUmD0uc=444,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.2/01000191ecfcd685-5799dc9c-0d4f-447e-8bc5-375cc35fb4f4-000000/_8RcM3RBKDjf0Do807hiU6JHANCBApdn-XmDVj4Xtyg=370,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.2/01000191ecfd154a-de59bc86-2b3a-4869-8391-44228aab1cc2-000000/XrkNt0P0qxOiygB0yuYGvrA-4wJcJLsbBINpqmQDpbA=370,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.2/01000192357d8cd1-98cb850c-ade1-4be4-8fe7-7b65029b8673-000000/0D1B1vmYmjjgTVw4x03gbj0DXlFbyKihsJQ5faaamWo=372,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.2/010001925424bc9a-0543ef2f-1e7e-4cd4-9f36-5540a72b3e08-000000/D1a7TBUniOsE_HVRnu4Fp1QAL1I7ZZnCFHJRvl7p4W4=373,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.2/01000192542626e4-3a8a0f47-80c0-4aaa-aa79-e0ec175f762a-000000/C0ODGxo1M3LxrKzFTtd7VGulE4VjdwYM0fPoRHn1pfs=373,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.2/0100019963256072-56ab70eb-42d8-474e-b8bf-1eb8c9e33e37-000000/BPkcgAgtxYHkUmdm9zv1r_pvK06aP02FeJYltzXvFk8=423,1,1,0,0,0,0,0,0,0,0,1,1
//0.0.0.2/0100019c5811e497-b6dd468c-4c58-44a5-a56b-a95b28988693-000000/68LISGv0-uCymPwiGBmiIovJjn4TCXwAC58_EC-zLZk=444,1,1,0,0,0,0,0,0,0,0,1,1
//espages/choose-a-business-structure,0,0,0,0,0,0,1,1,0,0,1,1
//funding/capital-access-fund,0,0,0,0,0,0,0,0,0,0,1,1
//funding/dep-vehicle-charging,0,0,0,0,0,0,0,0,0,0,1,1
//mwbe/,0,0,0,0,0,0,1,1,0,0,1,1
//pages.filings.accounting/,1,1,0,0,0,0,0,0,0,0,1,1
//pages/filings-and-accounting,1,1,0,0,0,0,0,0,0,0,1,1
//pages/register-your-business,1,1,0,0,0,0,0,0,0,0,1,1
//starbusines/,1,1,0,0,0,0,0,0,0,0,1,1
//tasks/local-anesthesia-permit,0,0,0,0,0,0,1,1,0,0,1,1
/0450974137,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000191ecfcd685-5799dc9c-0d4f-447e-8bc5-375cc35fb4f4-000000/rKwNka5NvyC-sAiuQtj0vMLf-bYVfDir4C79LbOJ9A4=370,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000191ecfd154a-de59bc86-2b3a-4869-8391-44228aab1cc2-000000/fbSBY3fcFvkP8AofZmda9f8FRBOY0tG6OF8fpNz2kCM=370,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000192357d8cd1-98cb850c-ade1-4be4-8fe7-7b65029b8673-000000/h7Y8QGAe5ZBuzZeqfZLr2abDqFjjDc5xTA2hzNPPtXY=372,1,1,0,0,0,0,0,0,0,0,1,1
/1/010001925424bc9a-0543ef2f-1e7e-4cd4-9f36-5540a72b3e08-000000/5WPenkbbxMAx009b2zil0GsUBDGZXE4qQVxnNnz16Pg=373,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000192542626e4-3a8a0f47-80c0-4aaa-aa79-e0ec175f762a-000000/Zr-sm1i_GUZdRMFYRUJih66qOfmvqI3akGnpcMhwepQ=373,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000192a17f17d2-770158c3-017b-4ef3-8ec8-2906aa03470e-000000/rKYRc1y1L5USPZzfoUJzg6uEodoOFKl8RHwlUaj8ZNg=375,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000192f8fef6f7-0b754f40-3cf8-4690-93d6-97f0b093730c-000000/oAtrQDOtk5nwe_i9T2bvbuPgDyjwUzt0vxhufmE3lt0=377,1,1,0,0,0,0,0,0,0,0,1,1
/1/010001934b0769bf-c1aed375-1f06-4869-985b-ffad225aeba5-000000/hghJWCWXc3s_UP_0YUGYt1wz8YqdpHo4f2_RRL4ogYU=380,1,1,0,0,0,0,0,0,0,0,1,1
/1/010001934b07be23-c1c31ff2-706c-4d0d-8209-105a5aa85c37-000000/LQiXMs3CiqydELTQ-IqIzVan2US3r3vpAHCw-UFsNKo=380,1,1,0,0,0,0,0,0,0,0,1,1
/1/010001934b07db48-f337904e-81b4-4baa-8dcc-05c90a8f2146-000000/PRSXzs8iUrzVurJ5DZbJi7j8J8fr7NpIYlb8RYdW6hQ=380,1,1,0,0,0,0,0,0,0,0,1,1
/1/010001934b082fa2-5423ff7e-7f5d-4310-a3de-82e3f4a4ccde-000000/H-JVcLEttKbucoYZGH6r9swrbUs_F5qs4U_x1XV6o58=380,1,1,0,0,0,0,0,0,0,0,1,1
/1/010001944d25f2f6-65feb430-a8a3-4bc8-9472-8254280c1d03-000000/NtYeKy-kf0I7Uci-sdOzADc3dgFwnhitSBIK4dSJGz0=387,1,1,0,0,0,0,0,0,0,0,1,1
/1/010001944d278e3b-1f6dccb7-53ec-44ad-9fa1-7616a05acb48-000000/jLTrnym8ilEidj0xLqjEO7Ruhcyy9GLYTtM3hsj78OE=387,1,1,0,0,0,0,0,0,0,0,1,1
/1/0100019506943d76-95988e47-cf83-43f4-90b1-74d76793836c-000000/_-QxWDGNJMFp9qbYHh7X16S4l8nLTQnRaGRSpGlqIU0=392,1,1,0,0,0,0,0,0,0,0,1,1
/1/010001954e453da9-1c7da1e9-bad3-4055-98bb-68a2e235012d-000000/ezCn8_cROzP_HQaO8yqFFv5G3bcFkN0AQ7P3rbztmxI=394,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000195911dcbed-e9d60ac3-bf92-476f-95c4-b9ce24cf338a-000000/yB5SAlwmkcTzBWAGq2JRB3SdMFRVDYVzGSXlLQeeB34=396,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000195911ed995-fb7dfcf4-bdf0-4afd-b29d-ad31424d33cc-000000/eXun4sAKW1IxFXW75HQGzPIBq-sE4ouMp-7ox1pa-oU=396,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000195911ef608-3d1a2b41-f1c4-4ce1-8726-884a4fe29fc1-000000/adqnpArrMNL8HZHt9eJNA4W50xZFJJyEnaNTgtrDAY8=396,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000195f1e46d02-0be83345-ee94-4064-9da7-1f81d0956e7c-000000/FLj1wR3MmESkp59q_dV93W8BSozHgCS9iab4S3mrWV4=398,1,1,0,0,0,0,0,0,0,0,1,1
/1/0100019649389d99-175a24e2-d9d8-4b34-addd-84fae0c6345f-000000/QfiFzcBolqOHfaFLczkuIrWbeRsKGWpuoJTtlSrqo_A=401,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000197029ae567-9b1aa0d7-d520-4cef-aa09-cb4498471d9d-000000/JYuiatvSSfpi3Q4dvOrj9Nq_OQYWkTfVHzGMFIzR2q8=406,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000197b2039373-412f694c-67b5-4f2a-b116-ffb0ba2d916b-000000/OFlh3SDxp_6PBPRTdGFRoNQZEW4_9HuVb9YrByF9v4k=411,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000197b2040a1a-e6c6acc4-6c8e-4689-967a-2f3017b11806-000000/PdzqE4PoYZxZ_R8-TE6hTsrSlIouPi0gtzUQJN6L0LI=411,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000199c4d20fb1-9dd4abdf-50b2-4526-a228-fdd9081370ba-000000/SDpc9NraKlgCPlo2g_rSLJroseEuxg4apxdn5c3d72c=426,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000199c4d494ea-55e5b3e9-14ae-4edd-8d1c-c4e8d2c4e679-000000/r0CQTmPBWh5oLnplMSFGjlti_6aE3b4YnXjkU8uHBBM=426,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000199c4d4e6eb-9d518ee7-42a0-4864-bf49-c5f36cb55beb-000000/oF-EQoKVVNPDjorFD_EUU9VKotazTcnAm04Yu44A7sY=426,1,1,0,0,0,0,0,0,0,0,1,1
/1/01000199c4d7e55e-89a0920a-faa0-42de-87c5-04b73e97d602-000000/ITwKEgvEh4ZOPwSJnHe_o3UPJ1NBJIFHhZo-qKs9Hm8=426,1,1,0,0,0,0,0,0,0,0,1,1
/1000000000,1,1,0,0,0,0,0,0,0,0,1,1
/123,0,0,1,1,0,0,0,0,0,0,1,1
/2/01000192a17f17d2-770158c3-017b-4ef3-8ec8-2906aa03470e-000000/pgGy4nwugOoyiGt17PmPLZhVhT97p67oajPhpCqpjIE=375,1,1,0,0,0,0,0,0,0,0,1,1
/25-entrepreneurs-pitch-to-investors-during-njedas-latest-nj-founders-funders/,0,0,0,0,0,0,1,1,0,0,1,1
/40-emerging-companies-share-more-than-35-million-through-new-jersey-technology-business-tax-certificate-transfer-program/,0,0,1,1,0,0,0,0,0,0,1,1
/4420274966852664.html,1,1,0,0,0,0,0,0,0,0,1,1
/5-nj-banks-make-sandler-oneill-sm-all-star-team/,0,0,1,1,0,0,0,0,0,0,1,1
/7973bbhbmaiaehwqjacawujadaehqs/click.php,1,1,0,0,0,0,0,0,0,0,1,1
/;pages/business-names,0,0,1,1,0,0,0,0,0,0,1,1
/ANNUAL REPORT,1,1,0,0,0,0,0,0,0,0,1,1
/APPOINTMENT,0,0,0,0,0,0,0,0,0,0,1,1
/ART-PHASE-II/,1,1,0,0,0,0,0,0,0,0,1,1
/Annuel,1,1,0,0,0,0,0,0,0,0,1,1
/BDS,1,1,0,0,0,0,0,0,0,0,1,1
/BGS.COM,0,0,1,1,0,0,0,0,0,0,1,1
/BPU,1,1,0,0,0,0,0,0,0,0,1,1
/BUSINESS SEARCH,1,1,0,0,0,0,0,0,0,0,1,1
/Bags,1,1,0,0,0,0,0,0,0,0,1,1
/Bidding-Opportunities-General,3,1,0,0,0,0,0,0,0,0,3,1
/Bidding-Opportunities-General/registration,0,0,2,1,0,0,0,0,0,0,2,1
/Business/choose-a-business-structure,1,1,0,0,0,0,0,0,0,0,1,1
/BusinessNJgov_Impact_Report.pdf,0,0,0,0,0,0,1,1,0,0,1,1
/BusinessNameSearch/Details,1,1,0,0,0,0,0,0,0,0,1,1
/BusinessNameSearch/EntityNameSearch,1,1,0,0,0,0,0,0,0,0,1,1
/C-PACE/,1,1,0,0,0,0,0,0,0,0,1,1
/CANCELLETION,1,1,0,0,0,0,0,0,0,0,1,1
/CAREERS/,0,0,0,0,0,0,0,0,0,0,1,1
/CATEGORY,0,0,0,0,0,0,1,1,0,0,1,1
/CESCI/,1,1,0,0,0,0,0,0,0,0,1,1
/CHARITIES/PAGES/CHARITIES-REGIStration-information.aspx,1,1,0,0,0,0,0,0,0,0,1,1
/CHOOSE-A-BUSINESS-STRUCTURE,0,0,1,1,0,0,0,0,0,0,1,1
/CLOSING,1,1,0,0,0,0,0,0,0,0,1,1
/CMSFormControls/LiveSelectors/InsertImageOrMedia/footer.aspx,1,1,0,0,0,0,0,0,0,0,1,1
/CONSTRUCTION APPLICATIONS,1,1,0,0,0,0,0,0,0,0,1,1
/CONTACT,1,1,0,0,0,0,0,0,0,0,1,1
/CONTRACT_COMPLIANCE,1,1,0,0,0,0,0,0,0,0,1,1
/Careers/,1,1,0,0,0,0,0,0,0,0,1,1
/Closing,1,1,0,0,0,0,0,0,0,0,1,1
/Code,1,1,0,0,0,0,0,0,0,0,1,1
/CorpWeb/EntityDetail/EntityName,0,0,0,0,0,0,1,1,0,0,1,1
/DBA,0,0,0,0,0,0,1,1,0,0,1,1
/DCA home improvement,1,1,0,0,0,0,0,0,0,0,1,1
/DOR/AnnualReports/Document/DownloadFile,0,0,1,1,0,0,0,0,0,0,1,1
/DOR/BusinessNameSearch/Search/BusinessName,0,0,1,1,0,0,0,0,0,0,1,1
/DOR/BusinessRegistration/Document,0,0,0,0,1,1,0,0,0,0,1,1
/DOR/BusinessRegistration/Home,0,0,1,1,0,0,0,0,0,0,1,1
/DRC,1,1,0,0,0,0,0,0,0,0,1,1
/Delaware River Partners/,1,1,0,0,0,0,0,0,0,0,1,1
/Division of Revenue & Enterprise Services,0,0,0,0,1,1,0,0,0,0,1,1
/DocumentCenter/View/2117/New-Liability-Insurance-Requirements-for-Business-Owners-Landlords,1,1,0,0,0,0,0,0,0,0,1,1
/Documents,0,0,1,1,0,0,0,0,0,0,1,1
/Dor,1,1,0,0,0,0,0,0,0,0,1,1
/Dor/business,1,1,0,0,0,0,0,0,0,0,1,1
/Dores,1,1,0,0,0,0,0,0,0,0,1,1
/EIN letter,1,1,0,0,0,0,0,0,0,0,1,1
/EN/pages/limited-liability-company-llc,0,0,1,1,0,0,0,0,0,0,1,1
/EX,0,0,0,0,0,0,1,1,0,0,1,1
/Ein number,1,1,0,0,0,0,0,0,0,0,1,1
/Emerge-/,1,1,0,0,0,0,0,0,0,0,1,1
/Eservices,1,1,0,0,0,0,0,0,0,0,1,1
/Exp=,1,1,0,0,0,0,0,0,0,0,1,1
/FFE-Ph2-Form/,3,1,0,0,0,0,0,0,0,0,3,1
/FORMS,0,0,1,1,0,0,0,0,0,0,1,1
/FORMS/START-BUSINESS,1,1,0,0,0,0,0,0,0,0,1,1
/Feedback,0,0,0,0,0,0,0,0,0,0,1,1
/FoodDesertTCAuction,0,0,0,0,0,0,1,1,0,0,1,1
/GAIN/,1,1,0,0,0,0,0,0,0,0,1,1
/GreenBldgGuidance2,1,1,0,0,0,0,0,0,0,0,1,1
/HIC,1,1,0,0,0,0,0,0,0,0,1,1
/InnovationChallenge,1,1,0,0,0,0,0,0,0,0,1,1
/LABOR.EA.BILL-NOTICE.ASSESSMENTS,1,1,0,0,0,0,0,0,0,0,1,1
/LICENSES,1,1,0,0,0,0,0,0,0,0,1,1
/LIFE-SCIENCE/,1,1,0,0,0,0,0,0,0,0,1,1
/LOGGING/,1,1,0,0,0,0,0,0,0,0,1,1
/LSTG,1,1,0,0,0,0,0,0,0,0,1,1
/LeaseAssistance.@NewJerseyEDA/,1,1,0,0,0,0,0,0,0,0,1,1
/LypVxW9yEHZnK3bE7,1,1,0,0,0,0,0,0,0,0,1,1
/MVP2/,1,1,0,0,0,0,0,0,0,0,1,1
/NAVIGATOR,0,0,1,1,0,0,0,0,0,0,1,1
/NETFLIX-STUDIO-PROJECT-APPROVED-FOR-ASPIRE-TAX-CREDITS-BY-NJEDA-BOARD/,0,0,1,1,0,0,0,0,0,0,1,1
/NEW-JERSEY-INNOVATION-FELLOWS-PROGRAM/,1,1,0,0,0,0,0,0,0,0,1,1
/NEXTNJAI/,0,0,1,1,0,0,0,0,0,0,1,1
/NEXTNJMFG/,2,1,0,0,0,0,0,0,0,0,2,1
/NJBJS,1,1,0,0,0,0,0,0,0,0,1,1
/NJBT.GOV,0,0,1,1,0,0,0,0,0,0,1,1
/NJBUSINESS,1,1,0,0,0,0,0,0,0,0,1,1
/NJBUSINESS/REGISTRATION,1,1,0,0,0,0,0,0,0,0,1,1
/NJBonding/,0,0,0,0,0,0,1,1,0,0,1,1
/NJCOOLCONTRACTORINTERESTFORM/,1,1,0,0,0,0,0,0,0,0,1,1
/NJEDA,1,1,0,0,0,0,0,0,0,0,1,1
/NJEDAGrant3!,1,1,0,0,0,0,0,0,0,0,1,1
/NJESP/,2,1,0,0,0,0,0,0,0,0,2,1
/NJFilmWorks,0,0,0,0,0,0,1,1,0,0,1,1
/NJMVP3/,1,1,0,0,0,0,0,0,0,0,1,1
/NJaccelerate/,1,1,0,0,0,0,0,0,0,0,1,1
/NJbgs,1,1,0,0,0,0,0,0,0,0,1,1
/NJbgs.,1,1,0,0,0,0,0,0,0,0,1,1
/NJfeed/,1,1,0,0,0,0,0,0,0,0,1,1
/NYC.gov/Business,0,0,0,0,0,0,1,1,0,0,1,1
/NameAvailability,0,0,0,0,0,0,1,1,0,0,1,1
/NameAvailabilitySearch,1,1,0,0,0,0,0,0,0,0,1,1
/New-liability-insurance-requirements-for-business-owners-landlords,0,0,1,1,0,0,0,0,0,0,1,1
/NextNJAI/,1,1,0,0,0,0,0,0,0,0,1,1
/OET/,1,1,0,0,0,0,0,0,0,0,1,1
/ON LINE REGISTRATION,1,1,0,0,0,0,0,0,0,0,1,1
/ONBORD,0,0,1,1,0,0,0,0,0,0,1,1
/ONLINE ADDRESS CHANGE,1,1,0,0,0,0,0,0,0,0,1,1
/PAGES-CHOOSE-A-BUSINESS-STRUCTURE,1,1,0,0,0,0,0,0,0,0,1,1
/PAGES.,1,1,0,0,0,0,0,0,0,0,1,1
/PAGES/BUSINESS-RECORDS,1,1,0,0,0,0,0,0,0,0,1,1
/PAGES/CERTIICATIONS,1,1,0,0,0,0,0,0,0,0,1,1
/PAGES/CHOOSE-a-business-structure,0,0,1,1,0,0,0,0,0,0,1,1
